scraped_at,site,route_id,origin,destination,depart_date,return_date,price,currency,notes
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2026-12-20,2026-12-30,3546,BRL,"{""out"":{""stops"":1,""totalDurationMin"":645,""segments"":[{""airline"":""AR"",""flightNumber"":1242,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2026-12-20T06:25:00"",""arrival"":""2026-12-20T09:10:00""},{""airline"":""LA"",""flightNumber"":8148,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2026-12-20T15:30:00"",""arrival"":""2026-12-20T17:10:00""}]},""in"":{""stops"":1,""totalDurationMin"":1180,""segments"":[{""airline"":""G3"",""flightNumber"":2063,""origin"":""GYN"",""destination"":""GIG"",""departure"":""2026-12-30T17:40:00"",""arrival"":""2026-12-30T19:20:00""},{""airline"":""AR"",""flightNumber"":1261,""origin"":""GIG"",""destination"":""AEP"",""departure"":""2026-12-31T09:55:00"",""arrival"":""2026-12-31T13:20:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2026-12-21,2026-12-31,3374,BRL,"{""out"":{""stops"":1,""totalDurationMin"":405,""segments"":[{""airline"":""AR"",""flightNumber"":1246,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2026-12-21T11:55:00"",""arrival"":""2026-12-21T14:40:00""},{""airline"":""G3"",""flightNumber"":1492,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2026-12-21T17:00:00"",""arrival"":""2026-12-21T18:40:00""}]},""in"":{""stops"":1,""totalDurationMin"":705,""segments"":[{""airline"":""G3"",""flightNumber"":7631,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2026-12-31T11:35:00"",""arrival"":""2026-12-31T13:15:00""},{""airline"":""AR"",""flightNumber"":1251,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2026-12-31T20:20:00"",""arrival"":""2026-12-31T23:20:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2026-12-22,2027-01-01,3844,BRL,"{""out"":{""stops"":1,""totalDurationMin"":410,""segments"":[{""airline"":""AR"",""flightNumber"":1242,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2026-12-22T06:25:00"",""arrival"":""2026-12-22T09:10:00""},{""airline"":""LA"",""flightNumber"":8084,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2026-12-22T11:40:00"",""arrival"":""2026-12-22T13:15:00""}]},""in"":{""stops"":1,""totalDurationMin"":880,""segments"":[{""airline"":""G3"",""flightNumber"":7524,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-01T19:20:00"",""arrival"":""2027-01-01T21:15:00""},{""airline"":""AR"",""flightNumber"":1241,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-02T07:00:00"",""arrival"":""2027-01-02T10:00:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2026-12-23,2027-01-02,3761,BRL,"{""out"":{""stops"":1,""totalDurationMin"":735,""segments"":[{""airline"":""AR"",""flightNumber"":1242,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2026-12-23T06:25:00"",""arrival"":""2026-12-23T09:10:00""},{""airline"":""G3"",""flightNumber"":7510,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2026-12-23T17:00:00"",""arrival"":""2026-12-23T18:40:00""}]},""in"":{""stops"":1,""totalDurationMin"":535,""segments"":[{""airline"":""G3"",""flightNumber"":7631,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-02T11:35:00"",""arrival"":""2027-01-02T13:15:00""},{""airline"":""AR"",""flightNumber"":1247,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-02T17:30:00"",""arrival"":""2027-01-02T20:30:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2026-12-24,2027-01-03,3689,BRL,"{""out"":{""stops"":1,""totalDurationMin"":785,""segments"":[{""airline"":""AR"",""flightNumber"":1240,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2026-12-24T20:00:00"",""arrival"":""2026-12-24T22:45:00""},{""airline"":""LA"",""flightNumber"":8144,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2026-12-25T07:30:00"",""arrival"":""2026-12-25T09:05:00""}]},""in"":{""stops"":1,""totalDurationMin"":535,""segments"":[{""airline"":""G3"",""flightNumber"":7631,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-03T11:35:00"",""arrival"":""2027-01-03T13:15:00""},{""airline"":""AR"",""flightNumber"":1247,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-03T17:30:00"",""arrival"":""2027-01-03T20:30:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2026-12-25,2027-01-04,3789,BRL,"{""out"":{""stops"":1,""totalDurationMin"":410,""segments"":[{""airline"":""AR"",""flightNumber"":1242,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2026-12-25T06:25:00"",""arrival"":""2026-12-25T09:10:00""},{""airline"":""LA"",""flightNumber"":8084,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2026-12-25T11:40:00"",""arrival"":""2026-12-25T13:15:00""}]},""in"":{""stops"":1,""totalDurationMin"":880,""segments"":[{""airline"":""G3"",""flightNumber"":1493,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-04T19:20:00"",""arrival"":""2027-01-04T21:15:00""},{""airline"":""AR"",""flightNumber"":1241,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-05T07:00:00"",""arrival"":""2027-01-05T10:00:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2026-12-26,2027-01-05,3856,BRL,"{""out"":{""stops"":1,""totalDurationMin"":405,""segments"":[{""airline"":""AR"",""flightNumber"":1246,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2026-12-26T11:55:00"",""arrival"":""2026-12-26T14:40:00""},{""airline"":""G3"",""flightNumber"":7510,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2026-12-26T17:00:00"",""arrival"":""2026-12-26T18:40:00""}]},""in"":{""stops"":1,""totalDurationMin"":880,""segments"":[{""airline"":""G3"",""flightNumber"":1493,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-05T19:20:00"",""arrival"":""2027-01-05T21:15:00""},{""airline"":""AR"",""flightNumber"":1241,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-06T07:00:00"",""arrival"":""2027-01-06T10:00:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2026-12-27,2027-01-06,3934,BRL,"{""out"":{""stops"":1,""totalDurationMin"":405,""segments"":[{""airline"":""AR"",""flightNumber"":1242,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2026-12-27T06:25:00"",""arrival"":""2026-12-27T09:10:00""},{""airline"":""LA"",""flightNumber"":8084,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2026-12-27T11:35:00"",""arrival"":""2026-12-27T13:10:00""}]},""in"":{""stops"":1,""totalDurationMin"":880,""segments"":[{""airline"":""G3"",""flightNumber"":1493,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-06T19:20:00"",""arrival"":""2027-01-06T21:15:00""},{""airline"":""AR"",""flightNumber"":1241,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-07T07:00:00"",""arrival"":""2027-01-07T10:00:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2026-12-28,2027-01-07,3933,BRL,"{""out"":{""stops"":1,""totalDurationMin"":400,""segments"":[{""airline"":""AR"",""flightNumber"":1250,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2026-12-28T16:40:00"",""arrival"":""2026-12-28T19:25:00""},{""airline"":""G3"",""flightNumber"":7630,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2026-12-28T21:40:00"",""arrival"":""2026-12-28T23:20:00""}]},""in"":{""stops"":1,""totalDurationMin"":395,""segments"":[{""airline"":""LA"",""flightNumber"":8069,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-07T13:55:00"",""arrival"":""2027-01-07T15:40:00""},{""airline"":""AR"",""flightNumber"":1247,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-07T17:30:00"",""arrival"":""2027-01-07T20:30:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2026-12-29,2027-01-08,4272,BRL,"{""out"":{""stops"":1,""totalDurationMin"":895,""segments"":[{""airline"":""AR"",""flightNumber"":1240,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2026-12-29T20:00:00"",""arrival"":""2026-12-29T22:45:00""},{""airline"":""G3"",""flightNumber"":7546,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2026-12-30T09:15:00"",""arrival"":""2026-12-30T10:55:00""}]},""in"":{""stops"":1,""totalDurationMin"":390,""segments"":[{""airline"":""LA"",""flightNumber"":8231,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-08T09:50:00"",""arrival"":""2027-01-08T11:30:00""},{""airline"":""AR"",""flightNumber"":1245,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-08T13:20:00"",""arrival"":""2027-01-08T16:20:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2026-12-30,2027-01-09,3794,BRL,"{""out"":{""stops"":1,""totalDurationMin"":895,""segments"":[{""airline"":""AR"",""flightNumber"":1240,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2026-12-30T20:00:00"",""arrival"":""2026-12-30T22:45:00""},{""airline"":""G3"",""flightNumber"":7546,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2026-12-31T09:15:00"",""arrival"":""2026-12-31T10:55:00""}]},""in"":{""stops"":1,""totalDurationMin"":535,""segments"":[{""airline"":""G3"",""flightNumber"":7631,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-09T11:35:00"",""arrival"":""2027-01-09T13:15:00""},{""airline"":""AR"",""flightNumber"":1247,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-09T17:30:00"",""arrival"":""2027-01-09T20:30:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2026-12-31,2027-01-10,4410,BRL,"{""out"":{""stops"":1,""totalDurationMin"":410,""segments"":[{""airline"":""AR"",""flightNumber"":1242,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2026-12-31T06:25:00"",""arrival"":""2026-12-31T09:10:00""},{""airline"":""LA"",""flightNumber"":8084,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2026-12-31T11:40:00"",""arrival"":""2026-12-31T13:15:00""}]},""in"":{""stops"":1,""totalDurationMin"":855,""segments"":[{""airline"":""LA"",""flightNumber"":8079,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-10T19:45:00"",""arrival"":""2027-01-10T21:30:00""},{""airline"":""AR"",""flightNumber"":1241,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-11T07:00:00"",""arrival"":""2027-01-11T10:00:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2027-01-01,2027-01-11,4072,BRL,"{""out"":{""stops"":1,""totalDurationMin"":415,""segments"":[{""airline"":""AR"",""flightNumber"":1242,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2027-01-01T06:20:00"",""arrival"":""2027-01-01T09:05:00""},{""airline"":""LA"",""flightNumber"":8084,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2027-01-01T11:40:00"",""arrival"":""2027-01-01T13:15:00""}]},""in"":{""stops"":1,""totalDurationMin"":880,""segments"":[{""airline"":""G3"",""flightNumber"":7524,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-11T19:20:00"",""arrival"":""2027-01-11T21:15:00""},{""airline"":""AR"",""flightNumber"":1241,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-12T07:00:00"",""arrival"":""2027-01-12T10:00:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2027-01-02,2027-01-12,4604,BRL,"{""out"":{""stops"":1,""totalDurationMin"":575,""segments"":[{""airline"":""AR"",""flightNumber"":1246,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2027-01-02T13:45:00"",""arrival"":""2027-01-02T16:30:00""},{""airline"":""G3"",""flightNumber"":1494,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2027-01-02T21:40:00"",""arrival"":""2027-01-02T23:20:00""}]},""in"":{""stops"":1,""totalDurationMin"":880,""segments"":[{""airline"":""G3"",""flightNumber"":1493,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-12T19:20:00"",""arrival"":""2027-01-12T21:15:00""},{""airline"":""AR"",""flightNumber"":1241,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-13T07:00:00"",""arrival"":""2027-01-13T10:00:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2027-01-03,2027-01-13,4604,BRL,"{""out"":{""stops"":1,""totalDurationMin"":415,""segments"":[{""airline"":""AR"",""flightNumber"":1250,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2027-01-03T16:40:00"",""arrival"":""2027-01-03T19:25:00""},{""airline"":""G3"",""flightNumber"":7630,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2027-01-03T21:55:00"",""arrival"":""2027-01-03T23:35:00""}]},""in"":{""stops"":1,""totalDurationMin"":880,""segments"":[{""airline"":""G3"",""flightNumber"":1493,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-13T19:20:00"",""arrival"":""2027-01-13T21:15:00""},{""airline"":""AR"",""flightNumber"":1241,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-14T07:00:00"",""arrival"":""2027-01-14T10:00:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2027-01-04,2027-01-14,4898,BRL,"{""out"":{""stops"":1,""totalDurationMin"":400,""segments"":[{""airline"":""AR"",""flightNumber"":1250,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2027-01-04T16:40:00"",""arrival"":""2027-01-04T19:25:00""},{""airline"":""G3"",""flightNumber"":7630,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2027-01-04T21:40:00"",""arrival"":""2027-01-04T23:20:00""}]},""in"":{""stops"":1,""totalDurationMin"":855,""segments"":[{""airline"":""LA"",""flightNumber"":8075,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-14T19:45:00"",""arrival"":""2027-01-14T21:30:00""},{""airline"":""AR"",""flightNumber"":1241,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-15T07:00:00"",""arrival"":""2027-01-15T10:00:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2027-01-05,2027-01-15,4549,BRL,"{""out"":{""stops"":1,""totalDurationMin"":785,""segments"":[{""airline"":""AR"",""flightNumber"":1240,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2027-01-05T20:00:00"",""arrival"":""2027-01-05T22:45:00""},{""airline"":""LA"",""flightNumber"":8144,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2027-01-06T07:30:00"",""arrival"":""2027-01-06T09:05:00""}]},""in"":{""stops"":1,""totalDurationMin"":390,""segments"":[{""airline"":""LA"",""flightNumber"":8231,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-15T09:50:00"",""arrival"":""2027-01-15T11:30:00""},{""airline"":""AR"",""flightNumber"":1245,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-15T13:20:00"",""arrival"":""2027-01-15T16:20:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2027-01-06,2027-01-16,3744,BRL,"{""out"":{""stops"":1,""totalDurationMin"":400,""segments"":[{""airline"":""AR"",""flightNumber"":1250,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2027-01-06T16:40:00"",""arrival"":""2027-01-06T19:25:00""},{""airline"":""G3"",""flightNumber"":7630,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2027-01-06T21:40:00"",""arrival"":""2027-01-06T23:20:00""}]},""in"":{""stops"":1,""totalDurationMin"":880,""segments"":[{""airline"":""G3"",""flightNumber"":7524,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-16T19:20:00"",""arrival"":""2027-01-16T21:05:00""},{""airline"":""AR"",""flightNumber"":1241,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-17T07:00:00"",""arrival"":""2027-01-17T10:00:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2027-01-07,2027-01-17,3650,BRL,"{""out"":{""stops"":1,""totalDurationMin"":515,""segments"":[{""airline"":""AR"",""flightNumber"":1334,""origin"":""AEP"",""destination"":""GIG"",""departure"":""2027-01-07T08:20:00"",""arrival"":""2027-01-07T11:15:00""},{""airline"":""G3"",""flightNumber"":2062,""origin"":""GIG"",""destination"":""GYN"",""departure"":""2027-01-07T15:10:00"",""arrival"":""2027-01-07T16:55:00""}]},""in"":{""stops"":1,""totalDurationMin"":725,""segments"":[{""airline"":""G3"",""flightNumber"":7631,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-17T11:35:00"",""arrival"":""2027-01-17T13:15:00""},{""airline"":""AR"",""flightNumber"":1251,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-17T20:40:00"",""arrival"":""2027-01-17T23:40:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2027-01-08,2027-01-18,3934,BRL,"{""out"":{""stops"":1,""totalDurationMin"":785,""segments"":[{""airline"":""AR"",""flightNumber"":1240,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2027-01-08T20:00:00"",""arrival"":""2027-01-08T22:45:00""},{""airline"":""LA"",""flightNumber"":8144,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2027-01-09T07:30:00"",""arrival"":""2027-01-09T09:05:00""}]},""in"":{""stops"":1,""totalDurationMin"":880,""segments"":[{""airline"":""G3"",""flightNumber"":7524,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-18T19:20:00"",""arrival"":""2027-01-18T21:15:00""},{""airline"":""AR"",""flightNumber"":1241,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-19T07:00:00"",""arrival"":""2027-01-19T10:00:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2027-01-09,2027-01-19,4072,BRL,"{""out"":{""stops"":1,""totalDurationMin"":415,""segments"":[{""airline"":""AR"",""flightNumber"":1242,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2027-01-09T06:20:00"",""arrival"":""2027-01-09T09:05:00""},{""airline"":""LA"",""flightNumber"":8084,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2027-01-09T11:35:00"",""arrival"":""2027-01-09T13:15:00""}]},""in"":{""stops"":1,""totalDurationMin"":535,""segments"":[{""airline"":""G3"",""flightNumber"":7631,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-19T11:35:00"",""arrival"":""2027-01-19T13:15:00""},{""airline"":""AR"",""flightNumber"":1247,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-19T17:30:00"",""arrival"":""2027-01-19T20:30:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2027-01-10,2027-01-20,3794,BRL,"{""out"":{""stops"":1,""totalDurationMin"":590,""segments"":[{""airline"":""AR"",""flightNumber"":1246,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2027-01-10T13:45:00"",""arrival"":""2027-01-10T16:30:00""},{""airline"":""G3"",""flightNumber"":7630,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2027-01-10T21:55:00"",""arrival"":""2027-01-10T23:35:00""}]},""in"":{""stops"":1,""totalDurationMin"":500,""segments"":[{""airline"":""G3"",""flightNumber"":7679,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-20T06:00:00"",""arrival"":""2027-01-20T07:50:00""},{""airline"":""AR"",""flightNumber"":1243,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-20T11:20:00"",""arrival"":""2027-01-20T14:20:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2027-01-11,2027-01-21,3794,BRL,"{""out"":{""stops"":1,""totalDurationMin"":400,""segments"":[{""airline"":""AR"",""flightNumber"":1250,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2027-01-11T16:40:00"",""arrival"":""2027-01-11T19:25:00""},{""airline"":""G3"",""flightNumber"":7630,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2027-01-11T21:40:00"",""arrival"":""2027-01-11T23:20:00""}]},""in"":{""stops"":1,""totalDurationMin"":535,""segments"":[{""airline"":""G3"",""flightNumber"":7631,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-21T11:35:00"",""arrival"":""2027-01-21T13:15:00""},{""airline"":""AR"",""flightNumber"":1247,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-21T17:30:00"",""arrival"":""2027-01-21T20:30:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2027-01-12,2027-01-22,4350,BRL,"{""out"":{""stops"":1,""totalDurationMin"":415,""segments"":[{""airline"":""AR"",""flightNumber"":1242,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2027-01-12T06:20:00"",""arrival"":""2027-01-12T09:05:00""},{""airline"":""LA"",""flightNumber"":8084,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2027-01-12T11:40:00"",""arrival"":""2027-01-12T13:15:00""}]},""in"":{""stops"":1,""totalDurationMin"":390,""segments"":[{""airline"":""LA"",""flightNumber"":8231,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-22T09:50:00"",""arrival"":""2027-01-22T11:30:00""},{""airline"":""AR"",""flightNumber"":1245,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-22T13:20:00"",""arrival"":""2027-01-22T16:20:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2027-01-13,2027-01-23,3794,BRL,"{""out"":{""stops"":1,""totalDurationMin"":400,""segments"":[{""airline"":""AR"",""flightNumber"":1250,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2027-01-13T16:40:00"",""arrival"":""2027-01-13T19:25:00""},{""airline"":""G3"",""flightNumber"":7630,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2027-01-13T21:40:00"",""arrival"":""2027-01-13T23:20:00""}]},""in"":{""stops"":1,""totalDurationMin"":460,""segments"":[{""airline"":""G3"",""flightNumber"":7679,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-23T06:00:00"",""arrival"":""2027-01-23T07:40:00""},{""airline"":""AR"",""flightNumber"":1243,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-23T10:40:00"",""arrival"":""2027-01-23T13:40:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2027-01-14,2027-01-24,3794,BRL,"{""out"":{""stops"":1,""totalDurationMin"":575,""segments"":[{""airline"":""AR"",""flightNumber"":1246,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2027-01-14T13:45:00"",""arrival"":""2027-01-14T16:30:00""},{""airline"":""G3"",""flightNumber"":1494,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2027-01-14T21:40:00"",""arrival"":""2027-01-14T23:20:00""}]},""in"":{""stops"":1,""totalDurationMin"":580,""segments"":[{""airline"":""G3"",""flightNumber"":7679,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-24T06:00:00"",""arrival"":""2027-01-24T07:40:00""},{""airline"":""AR"",""flightNumber"":1245,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-24T12:40:00"",""arrival"":""2027-01-24T15:40:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2027-01-15,2027-01-25,4072,BRL,"{""out"":{""stops"":1,""totalDurationMin"":415,""segments"":[{""airline"":""AR"",""flightNumber"":1242,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2027-01-15T06:20:00"",""arrival"":""2027-01-15T09:05:00""},{""airline"":""LA"",""flightNumber"":3266,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2027-01-15T11:40:00"",""arrival"":""2027-01-15T13:15:00""}]},""in"":{""stops"":1,""totalDurationMin"":880,""segments"":[{""airline"":""G3"",""flightNumber"":7524,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-25T19:20:00"",""arrival"":""2027-01-25T21:15:00""},{""airline"":""AR"",""flightNumber"":1241,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-26T07:00:00"",""arrival"":""2027-01-26T10:00:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2027-01-16,2027-01-26,4072,BRL,"{""out"":{""stops"":1,""totalDurationMin"":415,""segments"":[{""airline"":""AR"",""flightNumber"":1242,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2027-01-16T06:20:00"",""arrival"":""2027-01-16T09:05:00""},{""airline"":""LA"",""flightNumber"":8084,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2027-01-16T11:35:00"",""arrival"":""2027-01-16T13:15:00""}]},""in"":{""stops"":1,""totalDurationMin"":535,""segments"":[{""airline"":""G3"",""flightNumber"":7631,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-26T11:35:00"",""arrival"":""2027-01-26T13:15:00""},{""airline"":""AR"",""flightNumber"":1247,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-26T17:30:00"",""arrival"":""2027-01-26T20:30:00""}]}}"
2026-09-01T18:35:35.323Z,aerolineas,bue-gyn,EZE,GYN,2027-01-17,2027-01-27,3939,BRL,"{""out"":{""stops"":1,""totalDurationMin"":415,""segments"":[{""airline"":""AR"",""flightNumber"":1250,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2027-01-17T16:40:00"",""arrival"":""2027-01-17T19:25:00""},{""airline"":""G3"",""flightNumber"":1494,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2027-01-17T21:55:00"",""arrival"":""2027-01-17T23:35:00""}]},""in"":{""stops"":1,""totalDurationMin"":500,""segments"":[{""airline"":""G3"",""flightNumber"":7679,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-27T06:00:00"",""arrival"":""2027-01-27T07:50:00""},{""airline"":""AR"",""flightNumber"":1243,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-27T11:20:00"",""arrival"":""2027-01-27T14:20:00""}]}}"
